time,voltage
5.0265,2.331
5.027,2.338
5.0275,2.344
5.028,2.35
5.0285,2.356
5.029,2.362
5.0295,2.369
5.03,2.375
5.0305,2.381
5.031,2.387
5.0315,2.393
5.032,2.399
5.0325,2.406
5.033,2.412
5.0335,2.418
5.034,2.424
5.0345,2.43
5.035,2.436
5.0355,2.442
5.036,2.449
5.0365,2.455
5.037,2.461
5.0375,2.467
5.038,2.473
5.0385,2.479
5.039,2.485
5.0395,2.491
5.04,2.497
5.0405,2.503
5.041,2.51
5.0415,2.516
5.042,2.522
5.0425,2.528
5.043,2.534
5.0435,2.54
5.044,2.546
5.0445,2.552
5.045,2.558
5.0455,2.564
5.046,2.57
5.0465,2.576
5.047,2.582
5.0475,2.588
5.048,2.594
5.0485,2.6
5.049,2.606
5.0495,2.612
5.05,2.618
5.0505,2.624
5.051,2.63
5.0515,2.636
5.052,2.642
5.0525,2.648
5.053,2.654
5.0535,2.66
5.054,2.666
5.0545,2.672
5.055,2.677
5.0555,2.683
5.056,2.689
5.0565,2.695
5.057,2.701
5.0575,2.707
5.058,2.713
5.0585,2.719
5.059,2.725
5.0595,2.73
5.06,2.736
5.0605,2.742
5.061,2.748
5.0615,2.754
5.062,2.76
5.0625,2.765
5.063,2.771
5.0635,2.777
5.064,2.783
5.0645,2.789
5.065,2.794
5.0655,2.8
5.066,2.806
5.0665,2.812
5.067,2.817
5.0675,2.823
5.068,2.829
5.0685,2.834
5.069,2.84
5.0695,2.846
5.07,2.852
5.0705,2.857
5.071,2.863
5.0715,2.869
5.072,2.874
5.0725,2.88
5.073,2.886
5.0735,2.891
5.074,2.897
5.0745,2.902
5.075,2.908
5.0755,2.914
5.076,2.919
5.0765,2.925
5.077,2.93
5.0775,2.936
5.078,2.941
5.0785,2.947
5.079,2.952
5.0795,2.958
5.08,2.964
5.0805,2.969
5.081,2.975
5.0815,2.98
5.082,2.985
5.0825,2.991
5.083,2.996
5.0835,3.002
5.084,3.007
5.0845,3.013
5.085,3.018
5.0855,3.023
5.086,3.029
5.0865,3.034
5.087,3.04
5.0875,3.045
5.088,3.05
5.0885,3.056
5.089,3.061
5.0895,3.066
5.09,3.072
5.0905,3.077
5.091,3.082
5.0915,3.088
5.092,3.093
5.0925,3.098
5.093,3.103
5.0935,3.109
5.094,3.114
5.0945,3.119
5.095,3.124
5.0955,3.129
5.096,3.135
5.0965,3.14
5.097,3.145
5.0975,3.15
5.098,3.155
5.0985,3.16
5.099,3.165
5.0995,3.17
5.1,3.176
5.1005,3.181
5.101,3.186
5.1015,3.191
5.102,3.196
5.1025,3.201
5.103,3.206
5.1035,3.211
5.104,3.216
5.1045,3.221
5.105,3.226
5.1055,3.231
5.106,3.236
5.1065,3.241
5.107,3.246
5.1075,3.25
5.108,3.255
5.1085,3.26
5.109,3.265
5.1095,3.27
5.11,3.275
5.1105,3.28
5.111,3.285
5.1115,3.289
5.112,3.294
5.1125,3.299
5.113,3.304
5.1135,3.308
5.114,3.313
5.1145,3.318
5.115,3.323
5.1155,3.327
5.116,3.332
5.1165,3.337
5.117,3.341
5.1175,3.346
5.118,3.351
5.1185,3.355
5.119,3.36
5.1195,3.365
5.12,3.369
5.1205,3.374
5.121,3.378
5.1215,3.383
5.122,3.387
5.1225,3.392
5.123,3.396
5.1235,3.401
5.124,3.405
5.1245,3.41
5.125,3.414
5.1255,3.419
5.126,3.423
5.1265,3.427
5.127,3.432
5.1275,3.436
5.128,3.441
5.1285,3.445
5.129,3.449
5.1295,3.454
5.13,3.458
5.1305,3.462
5.131,3.467
5.1315,3.471
5.132,3.475
5.1325,3.479
5.133,3.483
5.1335,3.488
5.134,3.492
5.1345,3.496
5.135,3.5
5.1355,3.504
5.136,3.509
5.1365,3.513
5.137,3.517
5.1375,3.521
5.138,3.525
5.1385,3.529
5.139,3.533
5.1395,3.537
5.14,3.541
5.1405,3.545
5.141,3.549
5.1415,3.553
5.142,3.557
5.1425,3.561
5.143,3.565
5.1435,3.569
5.144,3.573
5.1445,3.576
5.145,3.58
5.1455,3.584
5.146,3.588
5.1465,3.592
5.147,3.596
5.1475,3.599
5.148,3.603
5.1485,3.607
5.149,3.611
5.1495,3.614
5.15,3.618
5.1505,3.622
5.151,3.625
5.1515,3.629
5.152,3.633
5.1525,3.636
5.153,3.64
5.1535,3.643
5.154,3.647
5.1545,3.651
5.155,3.654
5.1555,3.658
5.156,3.661
5.1565,3.665
5.157,3.668
5.1575,3.672
5.158,3.675
5.1585,3.678
5.159,3.682
5.1595,3.685
5.16,3.689
5.1605,3.692
5.161,3.695
5.1615,3.699
5.162,3.702
5.1625,3.705
5.163,3.709
5.1635,3.712
5.164,3.715
5.1645,3.718
5.165,3.721
5.1655,3.725
5.166,3.728
5.1665,3.731
5.167,3.734
5.1675,3.737
5.168,3.74
5.1685,3.743
5.169,3.747
5.1695,3.75
5.17,3.753
5.1705,3.756
5.171,3.759
5.1715,3.762
5.172,3.765
5.1725,3.768
5.173,3.77
5.1735,3.773
5.174,3.776
5.1745,3.779
5.175,3.782
5.1755,3.785
5.176,3.788
5.1765,3.79
5.177,3.793
5.1775,3.796
5.178,3.799
5.1785,3.802
5.179,3.804
5.1795,3.807
5.18,3.81
5.1805,3.812
5.181,3.815
5.1815,3.818
5.182,3.82
5.1825,3.823
5.183,3.825
5.1835,3.828
5.184,3.83
5.1845,3.833
5.185,3.836
5.1855,3.838
5.186,3.84
5.1865,3.843
5.187,3.845
5.1875,3.848
5.188,3.85
5.1885,3.853
5.189,3.855
5.1895,3.857
5.19,3.86
5.1905,3.862
5.191,3.864
5.1915,3.866
5.192,3.869
5.1925,3.871
5.193,3.873
5.1935,3.875
5.194,3.877
5.1945,3.88
5.195,3.882
5.1955,3.884
5.196,3.886
5.1965,3.888
5.197,3.89
5.1975,3.892
5.198,3.894
5.1985,3.896
5.199,3.898
5.1995,3.9
5.2,3.902
5.2005,3.904
5.201,3.906
5.2015,3.908
5.202,3.91
5.2025,3.912
5.203,3.913
5.2035,3.915
5.204,3.917
5.2045,3.919
5.205,3.921
5.2055,3.922
5.206,3.924
5.2065,3.926
5.207,3.927
5.2075,3.929
5.208,3.931
5.2085,3.932
5.209,3.934
5.2095,3.936
5.21,3.937
5.2105,3.939
5.211,3.94
5.2115,3.942
5.212,3.943
5.2125,3.945
5.213,3.946
5.2135,3.948
5.214,3.949
5.2145,3.95
5.215,3.952
5.2155,3.953
5.216,3.955
5.2165,3.956
5.217,3.957
5.2175,3.958
5.218,3.96
5.2185,3.961
5.219,3.962
5.2195,3.963
5.22,3.965
5.2205,3.966
5.221,3.967
5.2215,3.968
5.222,3.969
5.2225,3.97
5.223,3.971
5.2235,3.972
5.224,3.973
5.2245,3.974
5.225,3.975
5.2255,3.976
5.226,3.977
5.2265,3.978
5.227,3.979
5.2275,3.98
5.228,3.981
5.2285,3.982
5.229,3.983
5.2295,3.983
5.23,3.984
5.2305,3.985
5.231,3.986
5.2315,3.987
5.232,3.987
5.2325,3.988
5.233,3.989
5.2335,3.989
5.234,3.99
5.2345,3.991
5.235,3.991
5.2355,3.992
5.236,3.992
5.2365,3.993
5.237,3.993
5.2375,3.994
5.238,3.994
5.2385,3.995
5.239,3.995
5.2395,3.996
5.24,3.996
5.2405,3.996
5.241,3.997
5.2415,3.997
5.242,3.997
5.2425,3.998
5.243,3.998
5.2435,3.998
5.244,3.999
5.2445,3.999
5.245,3.999
5.2455,3.999
5.246,3.999
5.2465,4.0
5.247,4.0
5.2475,4.0
5.248,4.0
5.2485,4.0
5.249,4.0
5.2495,4.0
5.25,4.0
5.2505,4.0
5.251,4.0
5.2515,4.0
5.252,4.0
5.2525,4.0
5.253,4.0
5.2535,4.0
5.254,3.999
5.2545,3.999
5.255,3.999
5.2555,3.999
5.256,3.999
5.2565,3.998
5.257,3.998
5.2575,3.998
5.258,3.997
5.2585,3.997
5.259,3.997
5.2595,3.996
5.26,3.996
5.2605,3.996
5.261,3.995
5.2615,3.995
5.262,3.994
5.2625,3.994
5.263,3.993
5.2635,3.993
5.264,3.992
5.2645,3.992
5.265,3.991
5.2655,3.991
5.266,3.99
5.2665,3.989
5.267,3.989
5.2675,3.988
5.268,3.987
5.2685,3.987
5.269,3.986
5.2695,3.985
5.27,3.984
5.2705,3.983
5.271,3.983
5.2715,3.982
5.272,3.981
5.2725,3.98
5.273,3.979
5.2735,3.978
5.274,3.977
5.2745,3.976
5.275,3.975
5.2755,3.974
5.276,3.973
5.2765,3.972
5.277,3.971
5.2775,3.97
5.278,3.969
5.2785,3.968
5.279,3.967
5.2795,3.966
5.28,3.965
5.2805,3.963
5.281,3.962
5.2815,3.961
5.282,3.96
5.2825,3.958
5.283,3.957
5.2835,3.956
5.284,3.955
5.2845,3.953
5.285,3.952
5.2855,3.95
5.286,3.949
5.2865,3.948
5.287,3.946
5.2875,3.945
5.288,3.943
5.2885,3.942
5.289,3.94
5.2895,3.939
5.29,3.937
5.2905,3.936
5.291,3.934
5.2915,3.932
5.292,3.931
5.2925,3.929
5.293,3.927
5.2935,3.926
5.294,3.924
5.2945,3.922
5.295,3.921
5.2955,3.919
5.296,3.917
5.2965,3.915
5.297,3.913
5.2975,3.912
5.298,3.91
5.2985,3.908
5.299,3.906
5.2995,3.904
5.3,3.902
5.3005,3.9
5.301,3.898
5.3015,3.896
5.302,3.894
5.3025,3.892
5.303,3.89
5.3035,3.888
5.304,3.886
5.3045,3.884
5.305,3.882
5.3055,3.88
5.306,3.877
5.3065,3.875
5.307,3.873
5.3075,3.871
5.308,3.869
5.3085,3.866
5.309,3.864
5.3095,3.862
5.31,3.86
5.3105,3.857
5.311,3.855
5.3115,3.853
5.312,3.85
5.3125,3.848
5.313,3.845
5.3135,3.843
5.314,3.84
5.3145,3.838
5.315,3.836
5.3155,3.833
5.316,3.83
5.3165,3.828
5.317,3.825
5.3175,3.823
5.318,3.82
5.3185,3.818
5.319,3.815
5.3195,3.812
5.32,3.81
5.3205,3.807
5.321,3.804
5.3215,3.802
5.322,3.799
5.3225,3.796
5.323,3.793
5.3235,3.79
5.324,3.788
5.3245,3.785
5.325,3.782
5.3255,3.779
5.326,3.776
5.3265,3.773
5.327,3.77
5.3275,3.768
5.328,3.765
5.3285,3.762
5.329,3.759
5.3295,3.756
5.33,3.753
5.3305,3.75
5.331,3.747
5.3315,3.743
5.332,3.74
5.3325,3.737
5.333,3.734
5.3335,3.731
5.334,3.728
5.3345,3.725
5.335,3.721
5.3355,3.718
5.336,3.715
5.3365,3.712
5.337,3.709
5.3375,3.705
5.338,3.702
5.3385,3.699
5.339,3.695
5.3395,3.692
5.34,3.689
5.3405,3.685
5.341,3.682
5.3415,3.678
5.342,3.675
5.3425,3.672
5.343,3.668
5.3435,3.665
5.344,3.661
5.3445,3.658
5.345,3.654
5.3455,3.651
5.346,3.647
5.3465,3.643
5.347,3.64
5.3475,3.636
5.348,3.633
5.3485,3.629
5.349,3.625
5.3495,3.622
5.35,3.618
5.3505,3.614
5.351,3.611
5.3515,3.607
5.352,3.603
5.3525,3.599
5.353,3.596
5.3535,3.592
5.354,3.588
5.3545,3.584
5.355,3.58
5.3555,3.576
5.356,3.573
5.3565,3.569
5.357,3.565
5.3575,3.561
5.358,3.557
5.3585,3.553
5.359,3.549
5.3595,3.545
5.36,3.541
5.3605,3.537
5.361,3.533
5.3615,3.529
5.362,3.525
5.3625,3.521
5.363,3.517
5.3635,3.513
5.364,3.509
5.3645,3.504
5.365,3.5
5.3655,3.496
5.366,3.492
5.3665,3.488
5.367,3.483
5.3675,3.479
5.368,3.475
5.3685,3.471
5.369,3.467
5.3695,3.462
5.37,3.458
5.3705,3.454
5.371,3.449
5.3715,3.445
5.372,3.441
5.3725,3.436
5.373,3.432
5.3735,3.427
5.374,3.423
5.3745,3.419
5.375,3.414
5.3755,3.41
5.376,3.405
5.3765,3.401
5.377,3.396
5.3775,3.392
5.378,3.387
5.3785,3.383
5.379,3.378
5.3795,3.374
5.38,3.369
5.3805,3.365
5.381,3.36
5.3815,3.355
5.382,3.351
5.3825,3.346
5.383,3.341
5.3835,3.337
5.384,3.332
5.3845,3.327
5.385,3.323
5.3855,3.318
5.386,3.313
5.3865,3.308
5.387,3.304
5.3875,3.299
5.388,3.294
5.3885,3.289
5.389,3.285
5.3895,3.28
5.39,3.275
5.3905,3.27
5.391,3.265
5.3915,3.26
5.392,3.255
5.3925,3.25
5.393,3.246
5.3935,3.241
5.394,3.236
5.3945,3.231
5.395,3.226
5.3955,3.221
5.396,3.216
5.3965,3.211
5.397,3.206
5.3975,3.201
5.398,3.196
5.3985,3.191
5.399,3.186
5.3995,3.181
5.4,3.176
5.4005,3.17
5.401,3.165
5.4015,3.16
5.402,3.155
5.4025,3.15
5.403,3.145
5.4035,3.14
5.404,3.135
5.4045,3.129
5.405,3.124
5.4055,3.119
5.406,3.114
5.4065,3.109
5.407,3.103
5.4075,3.098
5.408,3.093
5.4085,3.088
5.409,3.082
5.4095,3.077
5.41,3.072
5.4105,3.066
5.411,3.061
5.4115,3.056
5.412,3.05
5.4125,3.045
5.413,3.04
5.4135,3.034
5.414,3.029
5.4145,3.023
5.415,3.018
5.4155,3.013
5.416,3.007
5.4165,3.002
5.417,2.996
5.4175,2.991
5.418,2.985
5.4185,2.98
5.419,2.975
5.4195,2.969
5.42,2.964
5.4205,2.958
5.421,2.952
5.4215,2.947
5.422,2.941
5.4225,2.936
5.423,2.93
5.4235,2.925
5.424,2.919
5.4245,2.914
5.425,2.908
5.4255,2.902
5.426,2.897
5.4265,2.891
5.427,2.886
5.4275,2.88
5.428,2.874
5.4285,2.869
5.429,2.863
5.4295,2.857
5.43,2.852
5.4305,2.846
5.431,2.84
5.4315,2.834
5.432,2.829
5.4325,2.823
5.433,2.817
5.4335,2.812
5.434,2.806
5.4345,2.8
5.435,2.794
5.4355,2.789
5.436,2.783
5.4365,2.777
5.437,2.771
5.4375,2.765
5.438,2.76
5.4385,2.754
5.439,2.748
5.4395,2.742
5.44,2.736
5.4405,2.73
5.441,2.725
5.4415,2.719
5.442,2.713
5.4425,2.707
5.443,2.701
5.4435,2.695
5.444,2.689
5.4445,2.683
5.445,2.677
5.4455,2.672
5.446,2.666
5.4465,2.66
5.447,2.654
5.4475,2.648
5.448,2.642
5.4485,2.636
5.449,2.63
5.4495,2.624
5.45,2.618
5.4505,2.612
5.451,2.606
5.4515,2.6
5.452,2.594
5.4525,2.588
5.453,2.582
5.4535,2.576
5.454,2.57
5.4545,2.564
5.455,2.558
5.4555,2.552
5.456,2.546
5.4565,2.54
5.457,2.534
5.4575,2.528
5.458,2.522
5.4585,2.516
5.459,2.51
5.4595,2.503
5.46,2.497
5.4605,2.491
5.461,2.485
5.4615,2.479
5.462,2.473
5.4625,2.467
5.463,2.461
5.4635,2.455
5.464,2.449
5.4645,2.442
5.465,2.436
5.4655,2.43
5.466,2.424
5.4665,2.418
5.467,2.412
5.4675,2.406
5.468,2.399
5.4685,2.393
5.469,2.387
5.4695,2.381
5.47,2.375
5.4705,2.369
5.471,2.362
5.4715,2.356
5.472,2.35
5.4725,2.344
5.473,2.338
5.4735,2.331
5.474,2.325
5.4745,2.319
5.475,2.313
5.4755,2.307
5.476,2.3
5.4765,2.294
5.477,2.288
5.4775,2.282
5.478,2.276
5.4785,2.269
5.479,2.263
5.4795,2.257
5.48,2.251
5.4805,2.244
5.481,2.238
5.4815,2.232
5.482,2.226
5.4825,2.219
5.483,2.213
5.4835,2.207
5.484,2.201
5.4845,2.194
5.485,2.188
5.4855,2.182
5.486,2.176
5.4865,2.169
5.487,2.163
5.4875,2.157
5.488,2.151
5.4885,2.144
5.489,2.138
5.4895,2.132
5.49,2.126
5.4905,2.119
5.491,2.113
5.4915,2.107
5.492,2.1
5.4925,2.094
5.493,2.088
5.4935,2.082
5.494,2.075
5.4945,2.069
5.495,2.063
5.4955,2.057
5.496,2.05
5.4965,2.044
5.497,2.038
5.4975,2.031
5.498,2.025
5.4985,2.019
5.499,2.013
5.4995,2.006
5.5,2.0
5.5005,1.994
5.501,1.987
5.5015,1.981
5.502,1.975
5.5025,1.969
5.503,1.962
5.5035,1.956
5.504,1.95
5.5045,1.943
5.505,1.937
5.5055,1.931
5.506,1.925
5.5065,1.918
5.507,1.912
5.5075,1.906
5.508,1.9
5.5085,1.893
5.509,1.887
5.5095,1.881
5.51,1.874
5.5105,1.868
5.511,1.862
5.5115,1.856
5.512,1.849
5.5125,1.843
5.513,1.837
5.5135,1.831
5.514,1.824
5.5145,1.818
5.515,1.812
5.5155,1.806
5.516,1.799
5.5165,1.793
5.517,1.787
5.5175,1.781
5.518,1.774
5.5185,1.768
5.519,1.762
5.5195,1.756
5.52,1.749
5.5205,1.743
5.521,1.737
5.5215,1.731
5.522,1.724
5.5225,1.718
5.523,1.712
5.5235,1.706
5.524,1.7
5.5245,1.693
5.525,1.687
5.5255,1.681
5.526,1.675
5.5265,1.669
5.527,1.662
5.5275,1.656
5.528,1.65
5.5285,1.644
5.529,1.638
5.5295,1.631
5.53,1.625
5.5305,1.619
5.531,1.613
5.5315,1.607
5.532,1.601
5.5325,1.594
5.533,1.588
5.5335,1.582
5.534,1.576
5.5345,1.57
5.535,1.564
5.5355,1.558
5.536,1.551
5.5365,1.545
5.537,1.539
5.5375,1.533
5.538,1.527
5.5385,1.521
5.539,1.515
5.5395,1.509
5.54,1.503
5.5405,1.497
5.541,1.49
5.5415,1.484
5.542,1.478
5.5425,1.472
5.543,1.466
5.5435,1.46
5.544,1.454
5.5445,1.448
5.545,1.442
5.5455,1.436
5.546,1.43
5.5465,1.424
5.547,1.418
5.5475,1.412
5.548,1.406
5.5485,1.4
5.549,1.394
5.5495,1.388
5.55,1.382
5.5505,1.376
5.551,1.37
5.5515,1.364
5.552,1.358
5.5525,1.352
5.553,1.346
5.5535,1.34
5.554,1.334
5.5545,1.328
5.555,1.323
5.5555,1.317
5.556,1.311
5.5565,1.305
5.557,1.299
5.5575,1.293
5.558,1.287
5.5585,1.281
5.559,1.275
5.5595,1.27
5.56,1.264
5.5605,1.258
5.561,1.252
5.5615,1.246
5.562,1.24
5.5625,1.235
5.563,1.229
5.5635,1.223
5.564,1.217
5.5645,1.211
5.565,1.206
5.5655,1.2
5.566,1.194
5.5665,1.188
5.567,1.183
5.5675,1.177
5.568,1.171
5.5685,1.166
5.569,1.16
5.5695,1.154
5.57,1.148
5.5705,1.143
5.571,1.137
5.5715,1.131
5.572,1.126
5.5725,1.12
5.573,1.114
5.5735,1.109
5.574,1.103
5.5745,1.098
5.575,1.092
5.5755,1.086
5.576,1.081
5.5765,1.075
5.577,1.07
5.5775,1.064
5.578,1.059
5.5785,1.053
5.579,1.048
5.5795,1.042
5.58,1.036
5.5805,1.031
5.581,1.025
5.5815,1.02
5.582,1.015
5.5825,1.009
5.583,1.004
5.5835,0.998
5.584,0.993
5.5845,0.987
5.585,0.982
5.5855,0.977
5.586,0.971
5.5865,0.966
5.587,0.96
5.5875,0.955
5.588,0.95
5.5885,0.944
5.589,0.939
5.5895,0.934
5.59,0.928
5.5905,0.923
5.591,0.918
5.5915,0.912
5.592,0.907
5.5925,0.902
5.593,0.897
5.5935,0.891
5.594,0.886
5.5945,0.881
5.595,0.876
5.5955,0.871
5.596,0.865
5.5965,0.86
5.597,0.855
5.5975,0.85
5.598,0.845
5.5985,0.84
5.599,0.835
5.5995,0.83
5.6,0.824
5.6005,0.819
5.601,0.814
5.6015,0.809
5.602,0.804
5.6025,0.799
5.603,0.794
5.6035,0.789
5.604,0.784
5.6045,0.779
5.605,0.774
5.6055,0.769
5.606,0.764
5.6065,0.759
5.607,0.754
5.6075,0.75
5.608,0.745
5.6085,0.74
5.609,0.735
5.6095,0.73
5.61,0.725
5.6105,0.72
5.611,0.715
5.6115,0.711
5.612,0.706
5.6125,0.701
5.613,0.696
5.6135,0.692
5.614,0.687
5.6145,0.682
5.615,0.677
5.6155,0.673
5.616,0.668
5.6165,0.663
5.617,0.659
5.6175,0.654
5.618,0.649
5.6185,0.645
5.619,0.64
5.6195,0.635
5.62,0.631
5.6205,0.626
5.621,0.622
5.6215,0.617
5.622,0.613
5.6225,0.608
5.623,0.604
5.6235,0.599
5.624,0.595
5.6245,0.59
5.625,0.586
5.6255,0.581
5.626,0.577
5.6265,0.573
5.627,0.568
5.6275,0.564
5.628,0.559
5.6285,0.555
5.629,0.551
5.6295,0.546
5.63,0.542
5.6305,0.538
5.631,0.533
5.6315,0.529
5.632,0.525
5.6325,0.521
5.633,0.517
5.6335,0.512
5.634,0.508
5.6345,0.504
5.635,0.5
5.6355,0.496
5.636,0.491
5.6365,0.487
5.637,0.483
5.6375,0.479
5.638,0.475
5.6385,0.471
5.639,0.467
5.6395,0.463
5.64,0.459
5.6405,0.455
5.641,0.451
5.6415,0.447
5.642,0.443
5.6425,0.439
5.643,0.435
5.6435,0.431
5.644,0.427
5.6445,0.424
5.645,0.42
5.6455,0.416
5.646,0.412
5.6465,0.408
5.647,0.404
5.6475,0.401
5.648,0.397
5.6485,0.393
5.649,0.389
5.6495,0.386
5.65,0.382
5.6505,0.378
5.651,0.375
5.6515,0.371
5.652,0.367
5.6525,0.364
5.653,0.36
5.6535,0.357
5.654,0.353
5.6545,0.349
5.655,0.346
5.6555,0.342
5.656,0.339
5.6565,0.335
5.657,0.332
5.6575,0.328
5.658,0.325
5.6585,0.322
5.659,0.318
5.6595,0.315
5.66,0.311
5.6605,0.308
5.661,0.305
5.6615,0.301
5.662,0.298
5.6625,0.295
5.663,0.291
5.6635,0.288
5.664,0.285
5.6645,0.282
5.665,0.279
5.6655,0.275
5.666,0.272
5.6665,0.269
5.667,0.266
5.6675,0.263
5.668,0.26
5.6685,0.257
5.669,0.253
5.6695,0.25
5.67,0.247
5.6705,0.244
5.671,0.241
5.6715,0.238
5.672,0.235
5.6725,0.232
5.673,0.23
5.6735,0.227
5.674,0.224
5.6745,0.221
5.675,0.218
5.6755,0.215
5.676,0.212
5.6765,0.21
5.677,0.207
5.6775,0.204
5.678,0.201
5.6785,0.198
5.679,0.196
5.6795,0.193
5.68,0.19
5.6805,0.188
5.681,0.185
5.6815,0.182
5.682,0.18
5.6825,0.177
5.683,0.175
5.6835,0.172
5.684,0.17
5.6845,0.167
5.685,0.164
5.6855,0.162
5.686,0.16
5.6865,0.157
5.687,0.155
5.6875,0.152
5.688,0.15
5.6885,0.147
5.689,0.145
5.6895,0.143
5.69,0.14
5.6905,0.138
5.691,0.136
5.6915,0.134
5.692,0.131
5.6925,0.129
5.693,0.127
5.6935,0.125
5.694,0.123
5.6945,0.12
5.695,0.118
5.6955,0.116
5.696,0.114
5.6965,0.112
5.697,0.11
5.6975,0.108
5.698,0.106
5.6985,0.104
5.699,0.102
5.6995,0.1
5.7,0.098
5.7005,0.096
5.701,0.094
5.7015,0.092
5.702,0.09
5.7025,0.088
5.703,0.087
5.7035,0.085
5.704,0.083
5.7045,0.081
5.705,0.079
5.7055,0.078
5.706,0.076
5.7065,0.074
5.707,0.073
5.7075,0.071
5.708,0.069
5.7085,0.068
5.709,0.066
5.7095,0.064
5.71,0.063
5.7105,0.061
5.711,0.06
5.7115,0.058
5.712,0.057
5.7125,0.055
5.713,0.054
5.7135,0.052
5.714,0.051
5.7145,0.05
5.715,0.048
5.7155,0.047
5.716,0.045
5.7165,0.044
5.717,0.043
5.7175,0.042
5.718,0.04
5.7185,0.039
5.719,0.038
5.7195,0.037
5.72,0.035
5.7205,0.034
5.721,0.033
5.7215,0.032
5.722,0.031
5.7225,0.03
5.723,0.029
5.7235,0.028
5.724,0.027
5.7245,0.026
5.725,0.025
5.7255,0.024
5.726,0.023
5.7265,0.022
5.727,0.021
5.7275,0.02
5.728,0.019
5.7285,0.018
5.729,0.017
5.7295,0.017
5.73,0.016
5.7305,0.015
5.731,0.014
5.7315,0.013
5.732,0.013
5.7325,0.012
5.733,0.011
5.7335,0.011
5.734,0.01
5.7345,0.009
5.735,0.009
5.7355,0.008
5.736,0.008
5.7365,0.007
5.737,0.007
5.7375,0.006
5.738,0.006
5.7385,0.005
5.739,0.005
5.7395,0.004
5.74,0.004
5.7405,0.004
5.741,0.003
5.7415,0.003
5.742,0.003
5.7425,0.002
5.743,0.002
5.7435,0.002
5.744,0.001
5.7445,0.001
5.745,0.001
5.7455,0.001
5.746,0.001
5.7465,0.0
5.747,0.0
5.7475,0.0
5.748,0.0
5.7485,0.0
5.749,0.0
5.7495,0.0
5.75,0.0
5.7505,0.0
5.751,0.0
5.7515,0.0
5.752,0.0
5.7525,0.0
5.753,0.0
5.7535,0.0
5.754,0.001
5.7545,0.001
5.755,0.001
5.7555,0.001
5.756,0.001
5.7565,0.002
5.757,0.002
5.7575,0.002
5.758,0.003
5.7585,0.003
5.759,0.003
5.7595,0.004
5.76,0.004
5.7605,0.004
5.761,0.005
5.7615,0.005
5.762,0.006
5.7625,0.006
5.763,0.007
5.7635,0.007
5.764,0.008
5.7645,0.008
5.765,0.009
5.7655,0.009
5.766,0.01
5.7665,0.011
5.767,0.011
5.7675,0.012
5.768,0.013
5.7685,0.013
5.769,0.014
5.7695,0.015
5.77,0.016
5.7705,0.017
5.771,0.017
5.7715,0.018
5.772,0.019
5.7725,0.02
5.773,0.021
5.7735,0.022
5.774,0.023
5.7745,0.024
5.775,0.025
5.7755,0.026
5.776,0.027
5.7765,0.028
5.777,0.029
5.7775,0.03
5.778,0.031
5.7785,0.032
5.779,0.033
5.7795,0.034
5.78,0.035
5.7805,0.037
5.781,0.038
5.7815,0.039
5.782,0.04
5.7825,0.042
5.783,0.043
5.7835,0.044
5.784,0.045
5.7845,0.047
5.785,0.048
5.7855,0.05
5.786,0.051
5.7865,0.052
5.787,0.054
5.7875,0.055
5.788,0.057
5.7885,0.058
5.789,0.06
5.7895,0.061
5.79,0.063
5.7905,0.064
5.791,0.066
5.7915,0.068
5.792,0.069
5.7925,0.071
5.793,0.073
5.7935,0.074
5.794,0.076
5.7945,0.078
5.795,0.079
5.7955,0.081
5.796,0.083
5.7965,0.085
5.797,0.087
5.7975,0.088
5.798,0.09
5.7985,0.092
5.799,0.094
5.7995,0.096
5.8,0.098
5.8005,0.1
5.801,0.102
5.8015,0.104
5.802,0.106
5.8025,0.108
5.803,0.11
5.8035,0.112
5.804,0.114
5.8045,0.116
5.805,0.118
5.8055,0.12
5.806,0.123
5.8065,0.125
5.807,0.127
5.8075,0.129
5.808,0.131
5.8085,0.134
5.809,0.136
5.8095,0.138
5.81,0.14
5.8105,0.143
5.811,0.145
5.8115,0.147
5.812,0.15
5.8125,0.152
5.813,0.155
5.8135,0.157
5.814,0.16
5.8145,0.162
5.815,0.164
5.8155,0.167
5.816,0.17
5.8165,0.172
5.817,0.175
5.8175,0.177
5.818,0.18
5.8185,0.182
5.819,0.185
5.8195,0.188
5.82,0.19
5.8205,0.193
5.821,0.196
5.8215,0.198
5.822,0.201
5.8225,0.204
5.823,0.207
5.8235,0.21
5.824,0.212
5.8245,0.215
5.825,0.218
5.8255,0.221
5.826,0.224
5.8265,0.227
5.827,0.23
5.8275,0.232
5.828,0.235
5.8285,0.238
5.829,0.241
5.8295,0.244
5.83,0.247
5.8305,0.25
5.831,0.253
5.8315,0.257
5.832,0.26
5.8325,0.263
5.833,0.266
5.8335,0.269
5.834,0.272
5.8345,0.275
5.835,0.279
5.8355,0.282
5.836,0.285
5.8365,0.288
5.837,0.291
5.8375,0.295
5.838,0.298
5.8385,0.301
5.839,0.305
5.8395,0.308
5.84,0.311
5.8405,0.315
5.841,0.318
5.8415,0.322
5.842,0.325
5.8425,0.328
5.843,0.332
5.8435,0.335
5.844,0.339
5.8445,0.342
5.845,0.346
5.8455,0.349
5.846,0.353
5.8465,0.357
5.847,0.36
5.8475,0.364
5.848,0.367
5.8485,0.371
5.849,0.375
